bookID,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,resumen,ejemplares,disponibilidad,pasillo,estante
125,Tropic of Capricorn,Henry Miller,3.78,802151825,9.78E+12,eng,348,14872,459,1/13/1994,Grove Press,Resumen de: Tropic of Capricorn,3,3,7,1
126,Nexus (The Rosy Crucifixion  #3),Henry Miller,4.1,802151787,9.78E+12,eng,316,3261,58,1/13/1994,Grove Press,Resumen de: Nexus (The Rosy Crucifixion  #3),3,1,7,1
127,Sexus (The Rosy Crucifixion  #1),Henry Miller,3.98,802151809,9.78E+12,eng,506,7805,251,01/12/94,Grove Press,Resumen de: Sexus (The Rosy Crucifixion  #1),3,2,9,2
128,The Air-Conditioned Nightmare,Henry Miller,3.83,811201066,9.78E+12,eng,292,2699,142,1/17/1970,New Directions,Resumen de: The Air-Conditioned Nightmare,2,2,7,3
129,The Portrait of a Lady,Henry James/Patricia Crick,3.78,141439637,9.78E+12,eng,797,61640,1951,9/30/2003,Penguin Classics,Resumen de: The Portrait of a Lady,3,2,9,1
130,The Portrait of a Lady,Henry James/Gabriel Brownstein/Mary Cregan,3.78,1593080964,9.78E+12,eng,635,392,41,1/16/2004,Barnes  Noble Classics,Resumen de: The Portrait of a Lady,2,1,2,2
131,Writing,Marguerite Duras,3.75,1571290532,9.78E+12,eng,91,778,44,05/06/99,Brookline Books,Resumen de: Writing,1,1,10,2
132,The War,Marguerite Duras/Barbara Bray,3.85,1565842219,9.78E+12,eng,192,963,65,08/01/94,The New Press,Resumen de: The War,3,2,1,3
133,The Ravishing of Lol Stein,Marguerite Duras/Richard Seever,3.66,394743040,9.78E+12,en-US,181,2057,128,03/12/86,Pantheon,Resumen de: The Ravishing of Lol Stein,3,2,5,1
134,Love Letters,Kahlil Gibran/Suheil Bushrui/Salma H. Al-Kuzbari,3.68,1851681825,9.78E+12,eng,178,203,8,07/01/99,One World (UK),Resumen de: Love Letters,2,1,2,2
135,Kahlil Gibran: His Life and World,Jean Gibran/جبران خليل جبران/Kahlil Gibran,4.21,156656249X,9.78E+12,eng,464,35,2,04/01/98,Interlink Publishing Group,Resumen de: Kahlil Gibran: His Life and World,4,1,4,3
136,The Beloved: Reflections on the Path of the Heart,Kahlil Gibran/John Walbridge/Robin Waterfield,4.19,014019553X,9.78E+12,eng,102,328,16,01/01/98,Penguin Books,Resumen de: The Beloved: Reflections on the Path of the Heart,3,3,7,2
137,Jesus the Son of Man,Kahlil Gibran/جبران خليل جبران,3.98,394431243,9.78E+12,eng,216,1308,82,2/21/1995,Knopf,Resumen de: Jesus the Son of Man,5,1,9,3
138,The Broken Wings,Kahlil Gibran/جبران خليل جبران/Anthony Rizcallah Ferris,3.92,806501901,9.78E+12,eng,132,6432,517,03/03/03,Citadel,Resumen de: The Broken Wings,3,3,5,2
139,Sand and Foam,Kahlil Gibran/جبران خليل جبران,4.08,067943920X,9.78E+12,eng,100,3015,217,6/14/2011,Knopf,Resumen de: Sand and Foam,3,3,1,3
140,Treasure Island,Robert Louis Stevenson,3.83,753453800,9.78E+12,eng,311,318753,6734,9/15/2001,Kingfisher,Resumen de: Treasure Island,4,4,4,3
141,Treasure Island,Robert Louis Stevenson/Scott McKowen,3.83,1402714572,9.78E+12,en-US,213,420,42,10/01/04,Sterling Children's Books,Resumen de: Treasure Island,1,1,9,3
142,Treasure Island,Robert Louis Stevenson,3.83,1416500294,9.78E+12,eng,245,5967,276,06/01/05,Simon & Schuster,Resumen de: Treasure Island,1,1,10,2
143,Treasure Island,Robert Louis Stevenson/N.C. Wyeth/Timothy Meis,3.83,689854684,9.78E+12,eng,64,104,14,07/01/03,Atheneum Books for Young Readers,Resumen de: Treasure Island,3,1,7,1
144,Treasure Island,Robert Louis Stevenson/Milo Winter,3.83,517221144,9.78E+12,en-US,272,56,4,09/03/02,Gramercy Books,Resumen de: Treasure Island,2,1,5,3
145,Treasure Island (Great Illustrated Classics),Deidre S. Laiken/A.J. McAllister/Robert Louis Stevenson,4.05,1577658051,9.78E+12,eng,232,91,16,1/31/2006,Abdo Publishing Company,Resumen de: Treasure Island (Great Illustrated Classics),4,2,5,3
146,100 Years of Lynchings,Ralph Ginzburg,4.61,933121180,9.78E+12,eng,270,88,4,11/22/1996,Black Classic Press,Resumen de: 100 Years of Lynchings,1,1,10,3
147,Cien años de soledad,Gabriel García Márquez,4.07,785950109,9.78E+12,spa,448,63,7,01/01/90,French & European,Resumen de: Cien años de soledad,5,3,2,1
148,On Beyond Zebra!,Dr. Seuss,4.04,394800842,9.78E+12,eng,64,2815,164,09/12/55,Random House Books for Young Readers,Resumen de: On Beyond Zebra!,4,1,1,2
149,The Wedding Clause,Debbie Raleigh,3.6,821778250,9.78E+12,eng,256,95,13,06/07/05,Zebra,Resumen de: The Wedding Clause,4,3,1,3
150,The Zebra Wall,Kevin Henkes,3.44,60733039,9.78E+12,eng,147,217,24,2/15/2005,Greenwillow Books,Resumen de: The Zebra Wall,1,1,4,3
151,El perfume: Historia de un asesino,Patrick Süskind,4.02,8432216062,9.79E+12,spa,239,4136,255,06/01/02,Booket,Resumen de: El perfume: Historia de un asesino,1,1,2,3
152,The Door Into Summer,Robert A. Heinlein,4.01,345413997,9.78E+12,eng,304,17232,649,6/17/1997,Del Rey,Resumen de: The Door Into Summer,2,1,10,2
153,Stranger in a Strange Land,Robert A. Heinlein,3.92,441788386,9.78E+12,eng,528,251872,6241,10/01/91,Ace,Resumen de: Stranger in a Strange Land,5,1,5,1
154,To Sail Beyond the Sunset,Robert A. Heinlein,3.87,441748600,9.78E+12,en-US,434,10293,193,06/01/88,Ace Books,Resumen de: To Sail Beyond the Sunset,2,2,3,3
155,Job: A Comedy of Justice,Robert A. Heinlein,3.78,345316509,9.78E+12,en-US,439,15970,438,10/12/85,Del Rey,Resumen de: Job: A Comedy of Justice,4,2,10,2
156,Time for the Stars (Heinlein's Juveniles  #10),Robert A. Heinlein,3.97,765314932,9.78E+12,eng,256,6898,200,08/08/06,Tor Books,Resumen de: Time for the Stars (Heinlein's Juveniles  #10),3,3,9,3
157,The Long Dark Tea-Time of the Soul (Dirk Gently  #2),Douglas Adams,4.06,671742515,9.78E+12,en-US,307,67803,1401,2/15/1991,Pocket Books,Resumen de: The Long Dark Tea-Time of the Soul (Dirk Gently  #2),3,3,1,1
158,The Salmon of Doubt (Dirk Gently  #3),Douglas Adams,3.93,345455290,9.78E+12,eng,298,22091,746,4/26/2005,Del Rey,Resumen de: The Salmon of Doubt (Dirk Gently  #3),3,1,9,3
159,Wish You Were Here: The Official Biography of Douglas Adams,Nick  Webb,4.14,345476514,9.78E+12,eng,368,2623,49,12/27/2005,Del Rey,Resumen de: Wish You Were Here: The Official Biography of Douglas Adams,2,2,6,1
160,Douglas Adams's Starship Titanic,Terry Jones,3.6,345368436,9.78E+12,eng,256,885,84,10/27/1998,Ballantine Books,Resumen de: Douglas Adams's Starship Titanic,5,1,8,2
161,Salmon of Doubt: Hitchhiking the Galaxy One Last Time,Douglas Adams/Christopher Cerf,3.93,1417622857,9.78E+12,eng,336,5,0,07/01/03,Turtleback Books,Resumen de: Salmon of Doubt: Hitchhiking the Galaxy One Last Time,3,3,1,1
162,The Phantom Tollbooth: A Children's Play in Two Acts,Susan Nanus/Norton Juster,4.13,573650969,9.78E+12,eng,72,100,13,01/12/11,Samuel French  Inc.,Resumen de: The Phantom Tollbooth: A Children's Play in Two Acts,3,2,2,3
163,On Bullshit,Harry G. Frankfurt,3.57,691122946,9.78E+12,eng,67,9358,995,1/30/2005,Princeton University Press,Resumen de: On Bullshit,1,1,10,3
164,Another Bullshit Night in Suck City,Nick Flynn,3.78,393329402,9.78E+12,eng,347,9318,907,09/12/05,W. W. Norton & Company,Resumen de: Another Bullshit Night in Suck City,1,1,10,1
165,Lincoln at Gettysburg: The Words That Remade America,Garry Wills,4.14,671867423,9.78E+12,en-US,317,120,15,06/12/93,Simon & Schuster,Resumen de: Lincoln at Gettysburg: The Words That Remade America,3,2,3,3
166,The Gettysburg Address,Abraham Lincoln/Michael McCurdy,4.53,395883970,9.78E+12,eng,32,5239,76,02/02/98,HMH Books for Young Readers,Resumen de: The Gettysburg Address,1,1,7,1
167,Underworld,Don DeLillo,3.92,684848155,9.78E+12,eng,827,1505,175,07/09/98,Scribner,Resumen de: Underworld,5,2,3,2
168,Libra,Don DeLillo,3.99,140156046,9.78E+12,eng,480,11857,564,05/01/91,Penguin,Resumen de: Libra,5,4,4,2
169,Americana,Don DeLillo,3.43,140119485,9.78E+12,eng,377,393,55,07/06/89,Penguin Books,Resumen de: Americana,3,1,6,2
170,Running Dog,Don DeLillo,3.43,679722947,9.78E+12,eng,256,1356,72,7/17/1989,Vintage Contemporaries,Resumen de: Running Dog,1,1,2,2
171,Cosmopolis,Don DeLillo,3.22,743244257,9.78E+12,eng,224,460,41,04/06/04,Scribner,Resumen de: Cosmopolis,2,1,5,2
172,Great Jones Street,Don DeLillo,3.48,140179178,9.78E+12,eng,272,2492,145,01/01/94,Penguin Books,Resumen de: Great Jones Street,1,1,8,3
173,The Names,Don DeLillo,3.64,679722955,9.78E+12,eng,339,3100,212,7/17/1989,Vintage,Resumen de: The Names,5,1,5,1
174,Against the Day,Thomas Pynchon,4.13,159420120X,9.78E+12,eng,1085,5296,587,11/21/2006,Penguin Press,Resumen de: Against the Day,2,1,1,1
175,V.,Thomas Pynchon,3.96,60930217,9.78E+12,eng,547,1415,177,07/05/05,Harper Perennial Modern Classics,Resumen de: V.,1,1,9,2
176,The Crying of Lot 49,Thomas Pynchon,3.69,60931671,9.78E+12,eng,152,2161,230,04/01/99,Harper Perennial,Resumen de: The Crying of Lot 49,3,1,2,1
177,Gravity's Rainbow,Thomas Pynchon,4.01,140283382,9.78E+12,eng,784,762,213,01/01/00,Penguin Books,Resumen de: Gravity's Rainbow,5,2,5,2
178,Mason & Dixon,Thomas Pynchon/Christophe Claro/Brice Matthieussent,4.07,312423209,9.78E+12,eng,773,8086,602,01/03/04,Picador USA,Resumen de: Mason & Dixon,1,1,6,2
179,Vineland,Thomas Pynchon,3.69,141180633,9.78E+12,en-US,385,702,69,09/01/97,Penguin Classics,Resumen de: Vineland,1,1,4,3
180,Gravity's Rainbow,Thomas Pynchon,4.01,143039946,9.78E+12,eng,776,29764,2164,10/31/2006,Penguin Books,Resumen de: Gravity's Rainbow,4,2,8,3
181,Slow Learner: Early Stories,Thomas Pynchon,3.5,316724432,9.78E+12,eng,193,334,34,4/30/1985,Back Bay Books,Resumen de: Slow Learner: Early Stories,5,1,10,1
182,Been Down So Long It Looks Like Up To Me,Richard Fariña/Thomas Pynchon,3.8,140189300,9.78E+12,eng,352,2473,220,8/29/1996,Penguin Classics,Resumen de: Been Down So Long It Looks Like Up To Me,1,1,4,3
183,The Year of Magical Thinking,Joan Didion,3.89,140004314X,9.78E+12,en-US,227,2656,336,10/04/05,Knopf Publishing Group,Resumen de: The Year of Magical Thinking,2,1,3,2
184,The White Album,Joan Didion,4.17,374522219,9.78E+12,eng,222,11889,738,10/01/90,Farrar Straus Giroux,Resumen de: The White Album,3,3,3,1
185,A Book of Common Prayer,Joan Didion,3.8,679754865,9.78E+12,eng,272,2962,255,04/11/95,Vintage International,Resumen de: A Book of Common Prayer,2,2,1,3
186,Where I Was From,Joan Didion,3.86,679752862,9.78E+12,eng,240,2842,292,9/14/2004,Vintage,Resumen de: Where I Was From,4,2,3,2
187,Slouching Towards Bethlehem,Joan Didion,4.21,374521727,9.78E+12,eng,238,26934,1825,10/01/90,Farrar Straus Giroux,Resumen de: Slouching Towards Bethlehem,1,1,1,1
188,Democracy,Joan Didion,3.81,679754857,9.78E+12,en-US,234,2070,169,4/25/1995,Vintage International,Resumen de: Democracy,1,1,4,3
189,We Tell Ourselves Stories in Order to Live: Collected Nonfiction,Joan Didion/John Leonard,4.5,307264874,9.78E+12,eng,1122,1564,108,10/17/2006,Everyman's Library,Resumen de: We Tell Ourselves Stories in Order to Live: Collected Nonfiction,1,1,7,2
190,Play It As It Lays,Joan Didion/David Thomson,3.87,374529949,9.78E+12,eng,231,23656,1706,11/15/2005,Farrar  Straus and Giroux,Resumen de: Play It As It Lays,3,1,4,3
191,The New York Trilogy,Paul Auster/Art Spiegelman/Luc Sante,3.89,143039830,9.78E+12,eng,308,43200,1873,3/28/2006,Penguin Classics,Resumen de: The New York Trilogy,4,4,6,1
192,City of Glass (The New York Trilogy  #1),Paul Auster,3.79,140097317,9.78E+12,eng,203,12410,734,04/07/87,Penguin Books,Resumen de: City of Glass (The New York Trilogy  #1),2,1,1,1
193,Ghosts (The New York Trilogy  #2),Paul Auster,3.64,014009735X,9.78E+12,eng,96,3672,195,07/07/87,Penguin Books,Resumen de: Ghosts (The New York Trilogy  #2),4,4,4,1
194,The Locked Room (The New York Trilogy  #3),Paul Auster,3.89,940650762,9.78E+12,eng,179,2998,164,11/01/86,Sun and Moon Press,Resumen de: The Locked Room (The New York Trilogy  #3),2,2,7,3
195,Pyramids of Montauk: Explorations in Consciousness,Peter Moon/Preston B. Nichols/Nina Helms,3.89,963188925,9.78E+12,eng,256,74,2,01/01/95,Sky Books (NY),Resumen de: Pyramids of Montauk: Explorations in Consciousness,3,2,2,3
196,The Brooklyn Follies,Paul Auster,3.84,312426232,9.78E+12,eng,306,17977,1157,10/17/2006,Picador,Resumen de: The Brooklyn Follies,5,5,4,3
197,Moon Palace,Paul Auster,3.94,140115854,9.78E+12,eng,320,16099,503,04/01/90,Penguin Books,Resumen de: Moon Palace,3,3,3,1
198,The Music of Chance,Paul Auster,3.9,140154078,9.78E+12,en-US,217,361,36,12/01/91,Penguin Books,Resumen de: The Music of Chance,2,1,3,3
199,Travels in the Scriptorium,Paul Auster,3.23,805081453,9.78E+12,eng,145,6688,562,1/23/2007,Henry Holt & Company,Resumen de: Travels in the Scriptorium,3,2,8,1
200,Leviathan,Paul Auster,3.96,140178139,9.78E+12,eng,275,11744,443,09/01/93,Penguin Books,Resumen de: Leviathan,5,2,2,2
201,The Red Notebook: True Stories,Paul Auster,3.77,811214982,9.78E+12,eng,104,2390,120,6/17/2002,New Directions,Resumen de: The Red Notebook: True Stories,3,1,3,3
202,Timbuktu / Leviathan / Moon Palace,Paul Auster,4.38,2742741461,9.78E+12,fre,1075,21,1,11/07/02,Actes Sud,Resumen de: Timbuktu / Leviathan / Moon Palace,3,2,3,3
203,Collapse: How Societies Choose to Fail or Succeed,Jared Diamond,3.93,143036556,9.78E+12,eng,608,52522,2780,12/27/2005,Penguin Books Ltd. (London),Resumen de: Collapse: How Societies Choose to Fail or Succeed,4,3,10,2
204,The Coming Economic Collapse: How You Can Thrive When Oil Costs $200 a Barrel,Stephen Leeb/Glen C. Strathy,3.4,446579785,9.78E+12,en-US,211,213,26,02/01/06,Business Plus,Resumen de: The Coming Economic Collapse: How You Can Thrive When Oil Costs $200 a Barrel,3,3,3,2
205,Collapse of Complex Societies,Joseph A. Tainter,4.15,052138673X,9.78E+12,eng,262,719,86,3/29/1990,Cambridge University Press,Resumen de: Collapse of Complex Societies,5,1,7,3
206,Bowling Alone: The Collapse and Revival of American Community,Robert D. Putnam,3.8,743203046,9.78E+12,eng,544,4762,512,08/07/01,Simon  Schuster,Resumen de: Bowling Alone: The Collapse and Revival of American Community,5,4,10,3
207,The Collapse of the Common Good: How America's Lawsuit Culture Undermines Our Freedom,Philip K. Howard,3.91,034543871X,9.78E+12,eng,272,62,4,1/29/2002,Ballantine Books,Resumen de: The Collapse of the Common Good: How America's Lawsuit Culture Undermines Our Freedom,3,3,4,3
208,Reinventing the Enemy's Language: Contemporary Native Women's Writings of North America,Joy Harjo/Gloria Bird/Beth Cuthand/Valerie Martinez/Patricia Blanco,4.39,393318281,9.78E+12,eng,576,278,20,9/17/1998,W. W. Norton  Company,Resumen de: Reinventing the Enemy's Language: Contemporary Native Women's Writings of North America,4,1,1,1
209,My Inventions,Nikola Tesla,4.01,1599869942,9.78E+12,eng,88,2862,262,5/17/2006,Filiquarian Publishing  LLC.,Resumen de: My Inventions,4,3,8,2
210,Wizard: The Life and Times of Nikola Tesla: Biography of a Genius,Marc J.  Seifer/William H. Terbo,3.78,806519606,9.78E+12,eng,542,2829,334,02/01/01,Citadel,Resumen de: Wizard: The Life and Times of Nikola Tesla: Biography of a Genius,5,4,9,3
211,Nikola Tesla: A Spark of Genius,Carol Dommermuth-Costa,3.93,822549204,9.78E+12,eng,144,105,5,10/01/94,Lerner Publications,Resumen de: Nikola Tesla: A Spark of Genius,4,3,9,2
212,Tesla Papers,Nikola Tesla/David Hatcher Childress,4.13,932813860,9.78E+12,eng,100,102,2,12/01/00,Adventures Unlimited Press,Resumen de: Tesla Papers,1,1,1,2
213,Boys of Summer,Julie Elizabeth Leto/Leslie Kelly/Kimberly Raye,3.77,373792689,9.78E+12,eng,249,478,12,6/27/2006,Harlequin Blaze,Resumen de: Boys of Summer,3,3,5,1
214,Programming Ruby: The Pragmatic Programmers' Guide,Dave Thomas/Chad Fowler/Andy Hunt,4.03,974514055,9.78E+12,en-US,828,1577,49,10/11/04,Pragmatic Bookshelf,Resumen de: Programming Ruby: The Pragmatic Programmers' Guide,5,2,8,3
215,Golding's Lord of the Flies (Cliffs Notes),Maureen Kelly/CliffsNotes/William Golding,3.95,764585975,9.78E+12,eng,112,73,8,6/13/2000,Cliffs Notes,Resumen de: Golding's Lord of the Flies (Cliffs Notes),4,3,2,2
216,Lord of the Flies,William Golding,3.68,307281701,9.78E+12,eng,6,408,96,10/11/05,Listening Library (Audio),Resumen de: Lord of the Flies,3,2,4,2
217,A War Like No Other: How the Athenians & Spartans Fought the Peloponnesian War,Victor Davis Hanson,4.11,812969707,9.78E+12,eng,397,1693,100,09/12/06,Random House,Resumen de: A War Like No Other: How the Athenians & Spartans Fought the Peloponnesian War,5,2,8,2
218,We Were Not Like Other People,Ephraim Sevela/Antonina W. Bouis,4.14,60255080,9.78E+12,eng,216,1,0,01/01/89,HarperCollins Publishers,Resumen de: We Were Not Like Other People,4,2,9,3
219,The Lovely Bones,Alice Sebold,3.81,330485385,9.78E+12,en-GB,328,6485,966,06/01/03,Picador,Resumen de: The Lovely Bones,2,2,8,2
220,The Lovely Bones,Alice Sebold,3.81,159413023X,9.78E+12,en-US,532,367,73,04/01/04,Large Print Press,Resumen de: The Lovely Bones,4,4,7,3
221,Lovely in Her Bones (Elizabeth MacPherson  #2),Sharyn McCrumb,3.8,345360354,9.78E+12,eng,224,1371,43,5/13/1990,Ballantine Books,Resumen de: Lovely in Her Bones (Elizabeth MacPherson  #2),2,1,5,3
222,The Zen of CSS Design: Visual Enlightenment for the Web,Dave Shea/Molly E. Holzschlag,3.98,321303474,7.85E+11,en-US,296,793,28,2/17/2005,Peachpit Press,Resumen de: The Zen of CSS Design: Visual Enlightenment for the Web,2,1,4,3
223,HTML  XHTML  and CSS (Visual Quickstart Guide),Elizabeth Castro,3.8,321430840,9.78E+12,en-US,456,549,42,08/01/06,Peachpit Press,Resumen de: HTML  XHTML  and CSS (Visual Quickstart Guide),5,5,7,2
224,1000 Record Covers,Michael Ochs/Patrick Javault/Ulrike Wasel,3.85,3822840858,9.78E+12,mul,575,288,31,5/15/2005,Taschen,Resumen de: 1000 Record Covers,4,4,4,2
225,Killing Yourself to Live: 85% of a True Story,Chuck Klosterman,3.81,743264460,9.78E+12,eng,245,26381,1109,6/13/2006,Scribner,Resumen de: Killing Yourself to Live: 85% of a True Story,5,3,9,3
226,Sex  Drugs  and Cocoa Puffs: A Low Culture Manifesto,Chuck Klosterman,3.73,743236017,9.78E+12,eng,272,62089,3324,07/02/04,Scribner,Resumen de: Sex  Drugs  and Cocoa Puffs: A Low Culture Manifesto,4,4,6,1
227,Vice (V  #8),Jane Feather,3.51,553572490,9.78E+12,eng,419,474,19,05/02/96,Bantam,Resumen de: Vice (V  #8),5,1,5,1
228,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus  #1),Robert M. Pirsig,3.77,60589469,9.78E+12,eng,540,166046,6446,4/25/2006,HarperTorch,Resumen de: Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus  #1),5,4,4,3
229,Once Upon a Cool Motorcycle Dude,Kevin O'Malley/Carol Heyer/Scott Goto,4.08,802789471,9.78E+12,eng,32,1773,274,04/01/05,Walker & Company,Resumen de: Once Upon a Cool Motorcycle Dude,1,1,4,1
230,Guidebook to Zen and the Art of Motorcycle Maintenance,Ronald L. DiSanto/Thomas J. Steele,3.72,688060692,9.78E+12,en-GB,408,286,10,11/19/1990,William Morrow Paperbacks,Resumen de: Guidebook to Zen and the Art of Motorcycle Maintenance,4,2,9,3
231,Motorcycle Basics Techbook,John Harold Haynes,3.85,185960515X,9.78E+12,eng,222,40,2,07/05/02,Haynes Manuals N. America  Inc.,Resumen de: Motorcycle Basics Techbook,1,1,10,1
232,LOGO Lounge: 2 000 International Identities by Leading Designers,Catharine M. Fishel/Bill Gardner,3.93,1592530877,9.78E+12,eng,191,27,0,09/01/04,Rockport Publishers,Resumen de: LOGO Lounge: 2 000 International Identities by Leading Designers,5,4,5,1
233,The Death of Ivan Ilych And Other Stories,Leo Tolstoy/Hugh McLean,4.11,451528808,9.78E+12,eng,304,7300,266,04/01/03,Signet Classics,Resumen de: The Death of Ivan Ilych And Other Stories,1,1,8,3
234,War and Peace,Leo Tolstoy/Henry Gifford/Aylmer Maude/Louise Maude,4.11,192833987,9.78E+12,eng,1392,211671,6245,6/25/1998,Oxford University Press,Resumen de: War and Peace,2,1,3,1
235,The Kingdom of God Is Within You,Leo Tolstoy/Constance Garnett,4.13,486451380,9.78E+12,eng,352,2403,210,09/08/06,Dover Publications,Resumen de: The Kingdom of God Is Within You,1,1,2,2
236,Atlas Shrugged,Ayn Rand/Leonard Peikoff,3.69,452011876,9.78E+12,eng,1168,322483,14702,08/01/99,Plume,Resumen de: Atlas Shrugged,5,2,9,3
237,For the New Intellectual: The Philosophy of Ayn Rand,Ayn Rand,3.68,451163087,9.78E+12,eng,224,2750,108,12/01/63,Signet Book,Resumen de: For the New Intellectual: The Philosophy of Ayn Rand,1,1,10,2
238,The Fountainhead,Ayn Rand,3.87,452286751,9.78E+12,en-US,752,1886,229,4/26/2005,Dutton,Resumen de: The Fountainhead,4,3,5,3
